1,8000,0.000028
2,8000,0.000040
4,8000,0.000085
8,8000,0.000168
16,8000,0.001117
32,8000,0.003063
64,8000,0.006114
128,8000,0.012230
256,8000,0.024445
512,8000,0.048752
1024,8000,0.087697
2048,8000,0.176213
4096,8000,0.469711
8192,8000,0.914399
16384,8000,1.787736
32768,8000,3.818863
65536,8000,7.797692
131072,8000,15.871857
262144,8000,32.589996
