1,4000,0.000015
2,4000,0.000037
4,4000,0.000044
8,4000,0.000083
16,4000,0.000437
32,4000,0.001552
64,4000,0.003052
128,4000,0.006295
256,4000,0.012535
512,4000,0.025464
1024,4000,0.049748
2048,4000,0.094751
4096,4000,0.242349
8192,4000,0.476198
16384,4000,0.930826
32768,4000,1.821696
65536,4000,3.825692
131072,4000,7.987010
262144,4000,16.444555
