1,2000,0.000009
2,2000,0.000011
4,2000,0.000023
8,2000,0.000043
16,2000,0.000219
32,2000,0.000798
64,2000,0.001601
128,2000,0.003233
256,2000,0.006478
512,2000,0.013098
1024,2000,0.025905
2048,2000,0.047260
4096,2000,0.116890
8192,2000,0.250585
16384,2000,0.504440
32768,2000,1.024651
65536,2000,1.884603
131072,2000,4.076645
262144,2000,8.487716
